index,review_text,asin,stars
4140,"Boring magazine, and arrived damaged.",B00005NIND,⭐⭐
4141,This was the best price that I found for National Geographic magazine . I've recieved the magazine in my wife's name for years.,B00005NIOH,⭐⭐⭐⭐⭐
4142,Years ago I subscribed to National Geographic and I loved it then and I still love it now. I'm so happy to have it back.,B00005NIOH,⭐⭐⭐⭐⭐
4143,"National Geographic is the best!  For years my parents shared their copies with me.  Now that I'm an adult orphan, I have to subscribe for myself.",B00005NIOH,⭐⭐⭐⭐⭐
4144,I READ LONG TIME AGO.  PLS.SEND ME A RECENT SAMPLE.WILL SUBSCRIBE THEREAFTER.............THANKS,B00005NINU,⭐⭐⭐
4145,"Good tips. If you are  hopeful, in this new year that you are going to get yourself together. A one-year subscription might do the trick.",B00005NIOS,⭐⭐⭐⭐
4146,It is great magazine with relatable articles that are of interest to all ages.  Great as a gift to a parent or girlfriend.,B00005NIOS,⭐⭐⭐⭐
4147,I bought this for my sister and it came with auto-renewal.  Now I can't work out how to cancel the subscript.,B00005NIOS,⭐
4148,Didn't order.,B00005NIOS,⭐
4149,I used to love this magazine but it seems to be all ads now. I don't find very much useful information from this magazine anymore.,B00005NIOS,⭐⭐
4150,"I subscibed to this magazine for over 6 motnhs now, however this magazine never reached, even though the statas says ""Shipped"" i was very disappointed.",B00005NIOH,⭐
4151,Couldn't say enough good things about this magazine if you gave me pages so I'll just summarize by saying it's one of the best magazines out there and always has been.,B00005NIOH,⭐⭐⭐⭐⭐
4152,I give National Geographic Magazine to my nieces and nephews for Christmas. it is ALWAYS a BIG HIT ... a gift that lasts all year! A classic educational gift !!!,B00005NIOH,⭐⭐⭐⭐⭐
4153,I would have liked to have received only current issues.  received two copies together and one was an older issue.,B00005NIOH,⭐⭐⭐
4154,National geographic has been in my family for generations.  I love the stories and the pictures and hope my children will get as much from it as I have.,B00005NIOH,⭐⭐⭐⭐⭐
4155,Actually this one I'll cancel,B00005NINY,⭐⭐
4156,This magazine was a total waste of money. It was 90 percent ads.,B00005NINY,⭐
4157,More ads than I expected.,B00005NINY,⭐⭐⭐
4158,Liked it better before New editor took over. Graphics and readability suffered as did variety of food covered. Subscribed to Bon Appetit.,B00005NINY,⭐⭐⭐
4159,Great recipes. Excellent resource. Food and beverage pairings are convenient.,B00005NINY,⭐⭐⭐⭐
4160,"This magazine is okay, but not my favorite.  Good if you have nothing else to read.",B00005NIOS,⭐⭐⭐
4161,I thought there would be at least a few good steps to get started.  Not at all what I was expecting.  A very boring read,B00005NINU,⭐
4162,Material is old and outdated.,B00005NINU,⭐⭐
4163,Only downside to this purchase was that my husband had purchased this for me literally two days before and I was unable to cancel it.,B00005NINU,⭐⭐⭐⭐
4164,I loved this publication from childhood. Always an interesting and learning read!! I save them and then pass them on.,B00005NIOH,⭐⭐⭐⭐⭐
4165,I love National Geographic.  It has the best photos and the stories are amazing.  This is a great addition for anyone's reading list.,B00005NIOH,⭐⭐⭐⭐⭐
4166,Only received one issue,B00005NIND,⭐
4167,"Got one magazine
And I got a last magazine notice 2 days later
Weird
If its true its a BAD DEAL!",B00005NIND,⭐
4168,"It really should be called Wine and Food, because the main focus is definitely wine.  If wine is your thing, this is the magazine to buy!",B00005NINY,⭐⭐⭐⭐
4169,It always has a couple of practical recipes. I wish there were more variety; the realistic kitchen isn't healthy 365 days a year. A couple of the stories were interesting.,B00005NINY,⭐⭐⭐⭐
4170,THE WHOLE FAMILY LOVE THEM AND THE TASTE IS GREAT.,B00005NINY,⭐⭐⭐⭐⭐
4171,Never ordered nor did I ever get credit for monthly and a. Hal book.  I have been trying to rea ch anaZon with no sucrsss,B00005NINY,⭐
4172,Way to many ads and not enough useful information....,B00005NINU,⭐
4173,More of advertisements then facts.,B00005NINU,⭐⭐
4174,"Garbage. Crap Articles, too many adds, all about getting you to guy a franchise. Don't waste your time. Inc. is much better.",B00005NINU,⭐
4175,"It just did not suit my needs.  Sorry, Vivian",B00005NIND,⭐
4176,"Nothing but advertisements and weird, unuseable recipes.  Used to be a fine magazine,",B00005NIND,⭐
4177,It is an enjoyable magazine and I will always renew but it s not the best cooking magazine I subscribe to,B00005NIND,⭐⭐⭐⭐
4178,I was very disappointed,B00005NIND,⭐
4179,I thought it would be for everyday cooks...not.  I found most of the recipes required out of the ordinary ingredients. Sorry I subscribed.,B00005NINY,⭐
4180,"The magazine is okay, but not exactly my style.  Nothing wrong with it necessarily, but I would prefer more recipes.",B00005NINY,⭐
4181,"Excellent source for all lovers of design, architecture, pre-fab and modern.  All the great images and articles without the pomp and circumstance of other architectural mags.",B00005NIRE,⭐⭐⭐⭐
4182,Full of garbage advertisement to do franchise. There quality keeps going down like CNN. Now it is straight garbage.,B00005NINU,⭐
4183,Very nice,B00005NINU,⭐⭐⭐⭐
4184,"This is not your older style entrepreneur mag from of old.  Horrible stories,  lazy editing.  Boring and predictable.  Eighth grade reading.  Full of stupid ads.",B00005NINU,⭐⭐
4185,Great price on an 'ok' magazine  They have a lot of advertisements that clog up the pages.,B00005NINU,⭐⭐⭐⭐
4186,"Super great price, great content as well!",B00005NINU,⭐⭐⭐⭐⭐
4187,National Geo has always been one of the best periodicals written.  It always seems to have interesting subject matter presented in a beautiful way. Educational and entertaining!,B00005NIOH,⭐⭐⭐⭐⭐
4188,My students love to read these magazines! They love to stay up on what is going on in the world!,B00005NIOH,⭐⭐⭐⭐
4189,Great way to be in touch with the world and being well-informed. Photos are as informative as the text.  Nat'l Geo is always a winner.,B00005NIOH,⭐⭐⭐⭐⭐
4190,My favorite cooking magazine ever!,B00005NIND,⭐⭐⭐⭐⭐
4191,The price was right as I got it for a $5 annual subscription.  The type of recipes just don't fit my lifestyle as too much prep is involved.,B00005NIND,⭐⭐⭐
4192,If you are looking for actual good workouts look to Oxygen or Womens M&F,B00005NIOS,⭐
4193,"Beautiful magazine. Great recipes, pictures, and articles.",B00005NINY,⭐⭐⭐⭐⭐
4194,Fabulous. Love F&W!!,B00005NINY,⭐⭐⭐⭐⭐
4195,Awesome!!!,B00005NINY,⭐⭐⭐⭐⭐
4196,"Some of the wines they pair with food provide. Not what I am into.
I work in a restaurant And we serve wines",B00005NINY,⭐⭐⭐⭐
4197,Some good articles,B00005NINU,⭐⭐⭐
4198,Don't bother to subscribe if you don't care for dead animals in your decor. This month's issue had a dead lion in it. Ugh.,B00005NIRE,⭐
4199,One of the only magazines one can read from cover to cover. Every story is compelling and the pics are world class.,B00005NIOH,⭐⭐⭐⭐⭐
4200,"I would love to be able to rate this subscription, but I have yet to receive my first issue.
Can you tell me when I can expect it?

Thank you",B00005NIOH,⭐
4201,Hugh variety of articles regarding current and historical subjects with wonderful pull-out expansion maps and pictures.  This is the best magazine on the market.,B00005NIOH,⭐⭐⭐⭐⭐
4202,"Lots of ads, little bit of recipes and even less Wine talk.",B00005NINY,⭐⭐⭐
4203,magazine not for me....wine listings and food are not my style. maybe good for somebody else.,B00005NINY,⭐⭐⭐
4204,This a magazine that is dedicated to advertisements.  I'm not even sure there are any articles in it.  I search but don't really find any.,B00005NINY,⭐
4205,love this magazine. now it is easer than ever to keep back issues,B00005NINY,⭐⭐⭐⭐⭐
4206,"Typical Conde Nast publication, pretentious and superficial but fun to read.",B00005NIND,⭐⭐⭐
4207,Too many advertisements for me.,B00005NIND,⭐⭐⭐
4208,"Not very many recipes, mostly pictures and advertisements. Not worth the $20 subscription.",B00005NIND,⭐⭐
4209,"The Bon Appetit of today is certainly not the same as the Bon Appetit I loved 20 years ago. Scant articles, not a lot of recipes.",B00005NIND,⭐
4210,need larger print.,B00005NINU,⭐⭐⭐⭐
4211,This magazine is the best for innovators and entrepreneurs all over the world. I highly recommend it for anyone which has or wants to start a business.,B00005NINU,⭐⭐⭐⭐⭐
4212,"It has a few articles that are worth reading, but mostly I found my self simply skimming the articles.",B00005NINU,⭐⭐⭐
4213,PRETTY GOOD BOOK. IT WAS A PRESENT FOR MY DAD. HE SEEMED HAPPY WITH IT.,B00005NINU,⭐⭐⭐⭐
4214,Best design magazine ever.,B00005NIRE,⭐⭐⭐⭐⭐
4215,"Only magazine I subscribe to, love it and love the info online",B00005NIRE,⭐⭐⭐⭐⭐
4216,Better than Elle Decor for budget ideas. Fewer ads more content.  Features nice products that are affordable,B00005NIRE,⭐⭐⭐⭐
4217,I purchased this subscription for a grandson who loves to read like his Grandma and he said he read the first one front to cover and then some!,B00005NIOH,⭐⭐⭐⭐⭐
4218,Are you kidding?! The BEST magazine hands down! It's a gift for my son that I keep renewing for him every year. He loves it.,B00005NIOH,⭐⭐⭐⭐⭐
4219,This shouldn't be considered a magazine since it's nearly back to back advertisement and no valuable content.,B00005NIRE,⭐
4220,horrible waste of money,B00005NIRE,⭐
4221,"It's somewhat repetitive, so I did not renew.",B00005NIRE,⭐⭐⭐
4222,3 months before first issue arrives. Unexceptable,B00005NINY,⭐⭐⭐
4223,The magazine is no longer interactive.  It was a great magazine but now it's like the print version. I liked selecting a recipe and then jumping right to it.,B00005NINY,⭐
4224,"Awesome magazine, on-time delivery",B00005NINU,⭐⭐⭐⭐⭐
4225,Good startup magazine that can help Cambodian People to study and learn,B00005NINU,⭐⭐⭐⭐
4226,Nothing but photos and advertisements,B00005NIND,⭐
4227,"Very good writers, i liked the recipes most of all. Thank you.",B00005NIND,⭐⭐⭐⭐
4228,Basically a recipe magazine cookbook with pics.,B00005NIND,⭐⭐
4229,"One of the better magazine on housing design. More finish and furnishings, and the reviews could use more floor plans, but a DESIGN magazine base in reality and not theory.",B00005NIRE,⭐⭐⭐⭐
4230,Do not like this magazine at all.  I will ask for a refund from Dwell.,B00005NIRE,⭐
4231,Don't know!,B00005NIRE,⭐
4232,"More information, less ads, then you will get a 5 star.",B00005NINU,⭐⭐⭐
4233,Not available for Kindle PC. Very disappointing. I like to read on a huge screen. The page is too small on a tablet.,B00005NINU,⭐
4234,"I enjoy the content of Entrepreneur, but it doesn't show well on my Kindle (print too small). I'll probably resubscribe when I get a larger screen for my e-reader.",B00005NINU,⭐⭐⭐
4235,Not relevant,B00005NINY,⭐
4236,great place to find excellent food recipes.  thanks.,B00005NINY,⭐⭐⭐⭐
4237,Wine coverage is very weak.,B00005NINY,⭐⭐
4238,"The magazine is about food and travel, not cooking.  Apparently written for people who don't actually cook.  Big disappointment.",B00005NIND,⭐⭐
4239,Big disappointment.  There just wasn't much usable content.  Too many ad's.,B00005NIRE,⭐
4240,"This magazine was pretty to look at, and that was it! Very little useful information. ""Market place"" type of info only applicable if one lives in L.A.",B00005NIRE,⭐
4241,not relevant to me,B00005NIRE,⭐⭐
4242,This is by far one my favorite magazines. There is nothing bad I could ever write about it. It's an awesome magazine. Get it.,B00005NIRE,⭐⭐⭐⭐⭐
4243,You can never go wrong with this incredlble magazine!  National Geographis is educational and entertaining and a bonus on your coffee table.,B00005NIOH,⭐⭐⭐⭐⭐
4244,"Great price for a wonderful magazine. You can not go wrong. Arrived before it was supposed to, so even better.",B00005NIOH,⭐⭐⭐⭐⭐
4245,i love this magazine. i think it has lots of great articles and i enjoy letting my mind wander thinking about living in one of these homes.,B00005NIRE,⭐⭐⭐⭐⭐
4246,"I haven't got anything from Dwell, so nothing I could say. I gave one star because I have been waiting for a long time, nothing coming yet. Don't know why??  :(",B00005NIRE,⭐
4247,Awesome magazine that I look forward to in the mail every month.,B00005NINY,⭐⭐⭐⭐⭐
4248,I did not like the layout of the online version. I also did not see any recipes that I wanted to try.,B00005NINY,⭐
4249,"I did not want this subscription to continue. I got it free, but they ended up charging me a ton at the end, even though I tried to cancel it. Way too expensive.",B00005NIND,⭐
4250,am enjoying,B00005NIND,⭐⭐⭐⭐
4251,"To many ads..
For the price.",B00005NIND,⭐⭐
4252,"It wasn't available for my kindle device.maybe the magazine is fine,but i ll never figure it out!3 more words required",B00005NINU,⭐
4253,"It's always been my favorite to read any time of day/night.....amazing stuff. It's my family treasure, since I grew up in the '50's.",B00005NIOH,⭐⭐⭐⭐⭐
4254,Great magazine at a great price. We travelv and it's very convenient to have it switched to a different address by using the subscription service Amazon offers.,B00005NIOH,⭐⭐⭐⭐⭐
4255,My world is interested in southwest design.  I found the Dwell to be much more modern than I am drawn to.,B00005NIRE,⭐⭐⭐
4256,I love the creative and thought provoking design ideas. I appreciate the articles that consider cost saving construction methods and also the interior decorating ideas.,B00005NIRE,⭐⭐⭐⭐
4257,Like it. I live in a small town and do not have access to some of the ingredients ask for in the recipes.,B00005NINY,⭐⭐⭐⭐
4258,One of the best food/wine magazines out there!,B00005NINY,⭐⭐⭐⭐⭐
4259,"I will never buy this magazine again.  It would not work on my kindle, and when I tried to download again, got charged again!",B00005NINY,⭐
4260,"Too many advertisements and too few recipes. Most included fad foods such as quinoa, kale, etc.",B00005NIND,⭐⭐
4261,Very little actual content.,B00005NIND,⭐⭐
4262,mostly advertisements in #1,B00005NIND,⭐⭐
4263,Entrepreneur is a great magazine to help keep a realistic thought process in business and life. All it takes is one good idea from them and all type of possibilities arise!,B00005NINU,⭐⭐⭐⭐
4264,"Dwell lacks professional articles but still provide enough for casual readers.
One of few architecture related magazine at a reasonable price.",B00005NIRE,⭐⭐⭐⭐
4265,Nice glossy picture but information a bit sparse. Too much advertising for my tastes. Canceled my subscription soon after getting the first copy.,B00005NIRE,⭐⭐⭐
4266,This was given as a gift,B00005NINY,⭐
4267,"If you're into food & wine, well ... what can I say ... Food & Wine is IT!  Excellent magazine!  Highly recommend!",B00005NINY,⭐⭐⭐⭐⭐
4268,It is a page image which does not adjust in size. unreadable on a tablet!,B00005NINY,⭐
4269,not really a fan,B00005NINY,⭐⭐⭐
4270,This would be a Christmas gift for my daughter.  I received it today; not my daughter.  Invoice was clearly marked 'ship to this address'.  Magazine is GREAT!,B00005NIND,⭐
4271,Dissapointing,B00005NIND,⭐⭐⭐
4272,love this!,B00005NIND,⭐⭐⭐⭐⭐
4273,To many advertisements and difficult ingredients to gather.,B00005NIND,⭐
4274,"Not one recipe I would make,the pictures are nice.",B00005NIND,⭐⭐
4275,God decision Have ordered year subscription  for my daughter in law who is a great cook She will be pleased,B00005NIND,⭐⭐⭐⭐
4276,"Nat'l Geographic never disappoints.  Fabulous photos of anything and everything, here and across the world.  You can't beat Nat'l Geo.",B00005NIOH,⭐⭐⭐⭐⭐
4277,"Love the mag, bought a subscription but am absolutely furious I can't read it on my iPad, iPhone or Windows Phone. I have a Kindle Fire, but it is TERRIBLE as a magazine reader.",B00005NIRE,⭐⭐⭐
4278,I love this magazine that's why I ordered it six weeks ago... Still hasn't arrived. Hopefully I will get this upcoming months issue.,B00005NINU,⭐⭐
4279,I purchased two subscriptions on the same date. The first one came and this one has not arrived yet.  I am dissapointed that it is taking so long!  Very poor.,B00005NINU,⭐
4280,"This is one of my favorite magazines for recipes, ideas and updates about food. Keeps me in the loop for what's happening with foof.",B00005NINY,⭐⭐⭐⭐⭐
4281,"Not WHAT I was expecting,  to many ads.
CAN'T even cancel my subscription",B00005NIND,⭐
4282,nothing to hold one's breath in anticipation for. So I let the subscription expire and will read whatever is interesting when I see it in the library.,B00005NIOH,⭐⭐⭐
4283,"Dear Sir:

We have not received a single copy so far. Is something the matter ?

Cordially yours,

SEBASTIAN SUCRE",B00005NIRE,⭐
4284,"I though that this magazine was awesome, but not,
To many comercial pages, the content is minimun.....
and is so boring......",B00005NIRE,⭐⭐
4285,I have read this magazine else where and it seemed to be fantastic. But I have subscribed to it since long now and have not been delivered a single copy as yet.,B00005NINU,⭐⭐⭐
4286,Entrepreneur magazine is a great magazine.  Why do I have to wait two months get my first issue?  I made my order on 9/01/08 and I have to wait until 11/17/08.,B00005NINU,⭐⭐
4287,"Meat dishes  mostly.
Cancel subscribtion..",B00005NIND,⭐
4288,I don't think it is all that great. I seen better!,B00005NIND,⭐⭐
4289,"It's full of beautiful photography, timely articles, and great information. It is a window on the world. The whole family loves it.",B00005NIOH,⭐⭐⭐⭐⭐
4290,"Didn't get it.  Please check into this. I'm glad I was not counting on it for a gift.

Thanks.

Diane Fischer",B00005NIOH,⭐
4291,"It is presented well, but just not the type of meals I cook. The pictures are quite clear and inviting.",B00005NINY,⭐⭐⭐
4292,they haven't gotten it yet and it was a gift???? I don't know what the hold up is and I'm getting the run around.,B00005NINY,⭐
4293,Saw the next issue on news stand and it was full of ads compared to the one I had read.  So I cancelled it.,B00005NINY,⭐
4294,It's been a month since i've order Dwell and my first magazine have not arrive so i don't have much to review.,B00005NIRE,⭐
4295,i ordered the magazine a month ago and have not received the first issue yet so i can't review it!,B00005NIRE,⭐
4296,I would be happy to give a better review if the magazine had ever arrived. I am still waiting.,B00005NIRE,⭐
4297,Love love love!!!,B00005NIND,⭐⭐⭐⭐⭐
4298,Not one article interested me sorry,B00005NIND,⭐
4299,"I have not recieved one magazine as yet.  How much longer does it take to get a magazine,  I was hoping to get it before Christmas.",B00005NINY,⭐
4300,"Still waiting to receive my first magazine....its been 6 weeks since I purchased my subscription, will update when I receive the magazine.",B00005NINY,⭐
4301,"I was expecting something a little different, but it was still informative. The franchise list could do a little more exposure and on the front pages.",B00005NINU,⭐⭐⭐⭐
4302,Too many advertisements !,B00005NIND,⭐⭐
4303,"after weeks and weeks of waiting I have yet to receive a magazine,
I ordered another magazine at the same time and have received 3 of
that order already.",B00005NINY,⭐
4304,More for the gourmet than the average cook.,B00005NIND,⭐⭐⭐
4305,I subscribed for a friend in prison and he never got one copy and I complained and never got a response or a credit for anything.,B00005NIOH,⭐
4306,"Excellent photography.  Most articles are well written, and address current world issues.  Sometimes they include extras such as maps or charts.",B00005NIOH,⭐⭐⭐⭐
4307,"Great Magazine!  I love the articles from all over the world about wine, food, and interesting places!  Amazon had the best price I have ever found and the service was excellent!",B00005NINY,⭐⭐⭐⭐⭐
4308,It took MONTHS before my first issue arrived.  Lots of ads.  Not as many recipes as I was hoping for.  Won't renew.,B00005NINY,⭐⭐⭐
4309,I ordered this magazine in November 2009.  It's February and I have yet to receive a copy!,B00005NINY,⭐
4310,Food & Wine Magazine is a must for any foodie out there. I love finding new recipes and cooking techniques - and this has them all!,B00005NINY,⭐⭐⭐⭐⭐
4311,Got this for my niece. She loves it.,B00005NIPY,⭐⭐⭐⭐⭐
4312,"I get it for my granddaughter,  she rides and won 1st place at Nationals in Kentucky!  The magazine published the article of her win!  Very pleased!",B00005NIPY,⭐⭐⭐⭐⭐
4313,Great little magazine for my riding kids. The kids read it from cover to cover every issue. I'll keep getting it as long as the kids ride.,B00005NIPY,⭐⭐⭐⭐⭐
4314,"My granddaughter has enjoyed this magazine immensel, it has interesting stories for the age group.  I would recommend this magazine for any young lady interested in riding.",B00005NIPY,⭐⭐⭐⭐
4315,"I loved this magazine. The only thing is, I only got one issue! I was very disappointed in this terrible service. Will not buy again",B00005NIPY,⭐⭐
4316,this magazine is  ok but  I don't have a lot of the things needed for the recipes in it,B00005NIND,⭐⭐⭐
4317,"I ordered it around the end of November and until now I have not yet received my first subscription!!!!!!

How long would it take for it to arrive ??????",B00005NINY,⭐
4318,"I have yet to recieve either magazine so I can not review, but to ask why have I not recieve a copy of the magazine?",B00005NINY,⭐
4319,Great job!  I enjoyed the issue and the fabulous photography which tells a story of its own each time. Thank you.,B00005NIOH,⭐⭐⭐⭐
4320,This is my favorite magazine.  Love the photography and the insightful articles.  Latest issue of containing a photo archive the best yet.,B00005NIOH,⭐⭐⭐⭐⭐
4321,My daughter loves it!!,B00005NIPY,⭐⭐⭐⭐⭐
4322,Great kids horse magazine.,B00005NIPY,⭐⭐⭐⭐⭐
4323,She loved it.,B00005NIPY,⭐⭐⭐⭐
4324,My grandaughter outgrew the magazine.  We are going to cancel it.,B00005NIPY,⭐
4325,"I've been a subscriber to BA for years, and now it will be wonderful to have my favorite magazine on my Kindle Fire.",B00005NIND,⭐⭐⭐⭐⭐
4326,great pictures and good recipes but there are too many advertisements compared to content I can use,B00005NIND,⭐⭐⭐⭐
4327,Everything looks amazing!,B00005NIND,⭐⭐⭐
4328,"After finally being able to read the online version,I could see it all,great mag..",B00005NIND,⭐⭐⭐⭐
4329,MY GRAND CHILDREN LOVE THIS....I WILL BE SENDING IT TO ALL AGAIN THIS CHRISTMAS.....GREAT PRESENT AND INTERESTING FOR ALL AGES,B00005NIOH,⭐⭐⭐⭐⭐
4330,"This is a fine magazine. Just not my cup of tea. I prefer motorcycling, pop science and handyman mags. Good day.",B00005NIOH,⭐⭐
4331,"i wouldn't know if this was a good magazine, i have yet to receive it, after waiting three months.  it is cheaper to order through food and wine website anyway.",B00005NINY,⭐
4332,This magazine is great for kids and teens alike that love horses and want to know more.,B00005NIPY,⭐⭐⭐
4333,Excellent!!,B00005NIPY,⭐⭐⭐⭐⭐
4334,Granddaughter loves this magazine,B00005NIPY,⭐⭐⭐⭐⭐
4335,"My grand daughter loves it.  She is a real ""horse person"" and is always wanting to learn more.  We received it quickly...another plus.",B00005NIPY,⭐⭐⭐⭐⭐
4336,My 2 year old got this when she grabbed my husbands kindle! Ugh!!!,B00005NIND,⭐⭐⭐
4337,I want to cancel this for another magazine.  My granddaughter has outgrown this magazine.  It is a great magazine for some younger adults.,B00005NIPY,⭐
4338,My daughter loves horses and loves this magazine.  She especially gets excited for the poster that comes in every edition.,B00005NIPY,⭐⭐⭐⭐⭐
4339,"Young preteen granddaughter loves this magazine. We are renewing again this year, she has 2 horses and enjoys showing them, says she gets good tips",B00005NIPY,⭐⭐⭐⭐
4340,My friend loves National Geographic.  I got her a subscription for her birthday and she really likes it very much!,B00005NIOH,⭐⭐⭐⭐⭐
4341,Not very interesting.  It is not worth the money,B00005NIND,⭐
4342,Not my kind of cooking .,B00005NIND,⭐⭐
4343,I was looking for a new food magazine I could use to cook with well nit for me. Too foodie?!?,B00005NIND,⭐⭐⭐
4344,I bought this as a gift for my parents. They like the publication. There only complaint is that there could be more recipes.,B00005NIND,⭐⭐⭐⭐
4345,"I read the first one in 15 minutes.
Not much of intrest in it for me.
It has turned into a left wing rag.",B00005NIOH,⭐⭐⭐
4346,"Just read their food recipes and figure out what you want to make using your substitutions. Great ideas, Great mag. I love this monthly treat!",B00005NIND,⭐⭐⭐⭐⭐
4347,Navigation is my only issue. Loved the recipes. Hate trying to find them in the awkward application. Otherwise I enjoy reading it.,B00005NIND,⭐⭐⭐
4348,"The app itself is not bad, but I hate that I do not have access to prior issues.  If I do, where are the instructions?  No to mention the download is sssssllloooooooowwwww!!!",B00005NIND,⭐⭐
4349,It is great and it will undoubtedly help me as I work with our 4 year old horse. Thank you!,B00005NIPY,⭐⭐⭐
4350,My 8 year old granddaughter takes riding lessons and she loves this magazine.  She loves looking at the posters and hanging them in her room!,B00005NIPY,⭐⭐⭐⭐⭐
4351,I attempted to download the magazine for 2 days.  I gave up and cancelled my subscription.  Not all of my money was refunded.  So much for a 30 day FREE trial.,B00005NIND,⭐
4352,"This is the best organized, easiest to use cooking magazine ever!  Wonderful photos and enlarged step by step instructions make it a joy to cook!",B00005NIND,⭐⭐⭐⭐⭐
4353,Liked the magazine but rarely have time to prepare such intricate meals. I am switching to something lighter this year,B00005NIND,⭐⭐⭐
4354,This is a fantastic magazine for the young rider in your family.  My 13 yr old looks forward to it all the time. Very informative. I highly recommend.,B00005NIPY,⭐⭐⭐⭐⭐
4355,I purchased this subscription for my niece and she LOVES it!  Perfect for the young horse lover in your life.,B00005NIPY,⭐⭐⭐⭐⭐
4356,"We gave this as a Christmas gift to our granddaughter last year and she asked for a renewal as a gift for this year.  We did renew it.
She loves it!",B00005NIPY,⭐⭐⭐⭐⭐
4357,"It was frustrating that I had to reverify my subscription after they changed the app, and that  I couldn't not retrieve copies of the older issues",B00005NIND,⭐⭐
4358,This is the best magazine purchase I have ever made.  I bought it as a gift subscription for my guy a few years ago and have renewed it every year.,B00005NIOH,⭐⭐⭐⭐⭐
4359,"about all nature, cultures with a unbiased opinion for things that really matter in the world, highly recommended if you want to broaden your horizon.",B00005NIOH,⭐⭐⭐⭐⭐
4360,Not as good as the older issues which may be that we have already been informed.  Still good but not top of my list.,B00005NIOH,⭐⭐⭐
4361,"Product is great, would be better if it went to the correct addressed person that i purchased it for as a gift.",B00005NIPY,⭐⭐⭐
4362,"I bought this for my niece for her birthday and she loves it.  She rides daily and is active in 4H, and was really excited to have a magazine about young people and horses.",B00005NIPY,⭐⭐⭐⭐⭐
4363,Its always been a good magazine though not as interesting as it used to be. Id like to see more great photography.,B00005NIOH,⭐⭐⭐⭐
4364,We have been subscribing to National Geographic for many years.  It is just a superior magazine with always interesting articles.  A must for families with school children,B00005NIOH,⭐⭐⭐⭐⭐
4365,I love this magazine I have 20 years of copies. I save them and make a huge binder w favorite pages. After time. Keeps me inspired.,B00005NIND,⭐⭐⭐⭐⭐
4366,"The one-month free copy of the magazine would not completely download to my Kindle.  The APP downloaded just fine, but I never viewed a complete copy of the magazine.",B00005NIND,⭐
4367,Well worth the $15/month (The papers inside the magazine sell it for $39!). Gets read by me and all my roommates every month.,B00005NIOH,⭐⭐⭐⭐⭐
4368,"I enjoy the articles in the magazine. There alot of cutting edge information and recipes in this magazine. Some of them however, may be a little much for me to try in the kitchen.",B00005NIND,⭐⭐⭐
4369,very interesting and authoritative magazine. good reading and good for the family. I will keep this megazine on my shelf.,B00005NIOH,⭐⭐⭐⭐
4370,"Who doesn't love National Geographic! They are great magazines to collect, and absolutely no trouble with the subscription or renewing it.",B00005NIOH,⭐⭐⭐⭐⭐
4371,This item has been paid for but I have not received an issue of the magazine yet and my subscription has expired. I will revise this review if I get the magazine soon.,B00005NIND,⭐
4372,We love National Geographic and renew it yearly. Most of the articles are timeless and the photography is truly outstanding!,B00005NIOH,⭐⭐⭐⭐⭐
4373,My husband lights up when he gets home from work and finds a new National Geographic waiting on his ottoman.,B00005NIOH,⭐⭐⭐⭐⭐
4374,Most educative and superbly illustrated and narrated as always with this great magazine. My grand-daughter is delighted and read it cover to cover as soon as she received it.,B00005NIOH,⭐⭐⭐⭐⭐
4375,"I have been patiently waiting for my first issue but have not received one as yet! Therefore, I cannot comment on this magazine ""bon appetit"".",B00005NIND,⭐
4376,I've been reading this magazine for years and to get a full year for the price of one issue is just great... Thanx Amazon!!!,B00005NIND,⭐⭐⭐⭐⭐
4377,I Havent receive tha magazine and i subscribe to it in november. We are in march. Not satisfied at all.,B00005NIOH,⭐
4378,We have been subscribing to National Geographic for many years and have NEVER been disappointed.  And you certainly can't beat the price ($15 a year)!,B00005NIOH,⭐⭐⭐⭐⭐
4379,A fancy food magazine. Interesting articles but odd recipes. It would be nice for those looking to really expand their cooking tastes but I found it not so useful for my kitchen.,B00005NIND,⭐⭐⭐
4380,"when I signed up I expected the subscription to be added to my present subscription, I received to copies today. Please correct subscription",B00005NIOH,⭐
4381,I have never received my order.  It's been so long since I ordered the magazine I forgot about it.  Thanks for reminding me.  Would love to start getting my subscription!,B00005NIOH,⭐
4382,Not happy at all would like to cancel I have not received 1 yet way to long of a wait,B00005NIOH,⭐
4383,"i like it in barbershops , don't have time to read it . seem lile a good magazine to mei",B00005NIOH,⭐⭐⭐⭐
4384,Always a wonderful read. Fantastic pictures and you learn something new every time you open it up. Everyone should subscribe at least once then they would be hooked too.,B00005NIOH,⭐⭐⭐⭐⭐
4385,A friend of mine used to subscribe to Bon Appetit and flipping through the magazine I found so many interesting recipes.,B00005NIND,⭐⭐⭐⭐
4386,"This was a very good price for a very good magazine.  I saved $3 - $5 over

the normal subscription rate!",B00005NIND,⭐⭐⭐⭐
4387,Always informative and interesting for any age..  Photography is excellent Should be in the home of every family with growing children,B00005NIOH,⭐⭐⭐⭐⭐
4388,We love National Geographic. It is so interesting and includes beautiful photography. We re huge fans and the entire family enjoys it.,B00005NIOH,⭐⭐⭐⭐⭐
4389,Ordered magazine -- didn't come for several weeks.  Then 3 months came on the same day.  Kind of defeats the monthly nature of the periodical.,B00005NIOH,⭐⭐⭐
